구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량,리뷰내용_length
hmk3***,2020-12-07 09:00:00.278000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(믿음배송),토요일 주문하고 월요일에 바로 보내주시고 감사합니다~상태는 깨끗하고요~비닐포장해서 문앞에 두고가셨어요~^^ 좀편하게 움직이고 날씨 풀리면가끔 산책도 가능할거 같아요~만족합니다~행사로  보관주머니도  있어서  더욱 좋습니다~감사합니다~잘쓸께요~,5,1,135
nksh****,2021-01-07 11:51:52.910000+00:00,제품선택: 고급형 / 개월수: 1개월약정,사장님의 빠른 대응력이 무엇보다 소비자입장에서 감사했구요. 다음에도 이용할게요.,5,1,44
sa****,2021-01-14 23:44:10.172000+00:00,휠체어 종류: 거상형(오른쪽다리) / 약정: 1개월(택배배송),택배가 다른곳으로 가서 제품분실될까봐 엄청신경써였네요...제품 깨끗해서 만족하고 사용하는동안 너무 잘사용했습니다 적극추천드려요,5,1,70
ssan***,2021-01-18 05:24:56.587000+00:00,제품선택: 고급형 / 개월수: 2개월약정,휠체어는 깨끗해서 잘 썼습니다. 근데 택배 왔을때 박스도 같이 보관하라는 안내를 해주셨으면 더 좋았을텐데 안타깝네요. 뭐 또 빌릴 일이 있겠냐만은 여기선 안빌릴 거 같네요,1,1,95
y2****,2021-01-15 13:54:20.326000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(택배배송),깨끗하고 좋아요 한달쓰기에 딱좋은거 같아요 싸고 깨끗하고 너무 잘썻어요 좋은물건 감사히 잘썼어요~~^^♡,5,1,58
jsca****,2020-12-31 07:32:45.323000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(믿음배송),"제품이 새거같아요.
휠체어야~~
1달 동안 잘 부탁해♡",5,1,30
dole****,2021-01-12 03:35:11.361000+00:00,휠체어 종류: 고급형 휠체어 / 약정: 1개월(믿음배송),"받으신 분이 매우 좋다고 하십니다. 사용 후, 연장계획도 있습니다.
상품 전달해 주신 분께 정말 감사드립니다.",5,1,61
kdi0***,2021-01-15 02:09:19.949000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(택배배송),"훨체어가 아주새거 같고 깨끗해서 좋았어요
2달정도 쓸거 같은데 잘쓸께요~~",5,1,41
bkh2***,2021-01-21 13:09:53.155000+00:00,휠체어 종류: 거상형(왼쪽다리) / 약정: 1개월(믿음배송),편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요 편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요편하고좋아요,5,1,1032
re****,2020-12-30 09:43:05.156000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(내찾내반),"제품도 깨끗하고, 대응도 잘 해 주시네요.
만족합니다.",5,1,30
gusw******,2020-12-30 10:37:16.181000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 1개월(택배배송),"급해서 전화드렸더니 하루만에 받았어요
가격도  저렴하고 완전 맘에 들어요~",5,1,41
poca******,2020-12-30 09:21:33.318000+00:00,휠체어 종류: 어린이(경량)휠체어 / 약정: 1개월(택배배송),"아이가 발가락이 골절 되어 대여 하게 된 휠체어
일단 깨끗하고 가벼워서 아이 혼자서도 잘 움직 일 수있어요.",5,1,60
bven****,2020-11-26 06:57:57.904000+00:00,제품선택: 특A등급 거상형휠체어(왼쪽다리) / 개월수: 1개월약정,"새거?
핸들링 비싼 유모차보다 더 좋은듯요 ㅋ
월요일에 왔지만 오늘 퇴원하고 오늘 타봤는데 만족.. 감사^^",5,1,60
tjsw******,2020-12-05 23:59:05.882000+00:00,휠체어 종류: 기본형 휠체어 / 약정: 2개월 약정 할인(믿음배송),"아이가 퇴원후 바로 사용해서 좋았고
휠체어가 너무 깨끗해서 좋았어요~
깨끗이쓰고 반납하겠습니다
 감사합니다",5,1,59
anyj***,2020-11-26 21:21:26.753000+00:00,제품선택: 기본형 / 개월수: 1개월약정,저렴한가격 주문만하면 편하게 가져오고 기간 끝나면 가져가시고 합니다만. 가져갈때는 기간만료전에 수거요청 하셔야 합니다,5,1,65
park********,2020-10-23 01:15:03.249000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"제품사진 제대로 찍어놓은게 없어서 엄마랑 카톡한걸 올려용
엄마가 갑자기 다치셔가지고 빌렸는데 완전 새제품이 와서 엄마가 빌린거라고 했더니 처음에 안믿었어요ㅋㅋㅋ 후기처럼 너무 깨끗한 상태로 왔고, 세심하게 추가권 별도 구매가 가능해서 일단 한달만 빌렸어요! 너무 만족합니다.",5,1,153
douy***,2020-10-23 11:37:55.074000+00:00,제품선택: 기본형 / 개월수: 2개월약정,"깨끗하고 상태좋은 휠체어를 대여할 수 있어서 좋았습니다. 다음주에 대여기간 완료로 회수 예정인데, 사용하신 어머니도 무척 만족하셨습니다.
앞으로도 좋은 서비스 제공하시고 번창하십시오.",5,1,102
ssoo*****,2020-11-24 03:40:36.527000+00:00,제품선택: 기본형 / 개월수: 1개월약정,가격도 저렴하고 거기다 새 휠체을 주셔서 엄마 편하게 병원 다니셨어요. 사업 번창하세요.,5,1,49
mo****,2020-11-17 09:34:29.647000+00:00,제품선택: 경량형휠체어 / 개월수: 1개월약정,아이가 발가락 골절로 당장 필요해서 급하게 대여했는데 약속잘지켜 주셔서 감사합니다^^휠체어도 깨끗하고 바퀴도 비닐로 랩핑되어 있어서 좋았어요~,4,1,79
duky****,2020-11-04 08:26:27.519000+00:00,제품선택: 거상형 휠체어 / 개월수: 1개월약정,"여러 업체 중에 고민 많았는데, 깨끗하고 튼튼한 제품 보내주셔서 대만족입니다. 집안에서만 사용하고, 실외에서는 보건소에서 대여한 휠체어 쓰고 있습니다. 번창하세요!",5,1,91
sa****,2020-10-28 01:21:09.825000+00:00,제품선택: 기본형 / 개월수: 1개월약정,깨끗한 휠체어 필요한때 저렴하게 잘 썼습니다. 발목수술하고 집에서 생활할때 정말 요긴했습니다.,5,1,52
oak0***,2020-11-17 09:26:02.872000+00:00,제품선택: 거상형 휠체어(오른쪽다리) / 개월수: 1개월약정,"갑작스럽게 다치게되서 휠체어를 빌렸는데 
정말 깨끗하네요
조립도 친절히 설명해주셨어요",5,1,47
airb*****,2020-11-14 13:40:50.234000+00:00,제품선택: 기본형 / 개월수: 1개월약정,도착잘했고..  잘쓰고있습니다 깔끔했고요..넘 도움이됩니다,5,1,32
krem*****,2020-11-11 05:07:01.502000+00:00,제품선택: 기본형/경량형 연장대여결제 / 개월수: 1개월약정,생각보다 오래 이용하게 되어서 1개월 연장했습니다. 다음은 없으면 좋겠습니다만...,5,1,46
jing****,2020-11-06 17:02:25.473000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"통 깁스를 해서 대여했는데 깨끗하고 편해여! 
12월 4일 문 앞에 놓으면 가져가시나요#?",5,1,50
nksh****,2020-10-20 03:06:37.330000+00:00,제품선택: 고급형 / 개월수: 1개월약정,판매자분의 빠른 응대로 원하는 날짜에 받아서 사용 중 입니다.,5,1,34
twee***,2020-10-20 09:29:33.449000+00:00,제품선택: 기본형/경량형 연장대여결제 / 개월수: 1개월약정,"한달 대여 후 조금 더 써야할거 같아 연장 대여했어요~
전에 깨끗한 상품으로 보내주셔서 잘 쓰고 있어요
답변도 바로바로 친절하게 해주시고 감사합니다",5,1,82
nu****,2020-09-25 06:06:24.009000+00:00,제품선택: 기본형 / 개월수: 1개월약정,신랑이 다쳐서 목발보다는 나을 것 같아서 대여했는데 기대이상입니다. 너무 좋은 상품이 왔구요. 심지어는 새상품인가 싶을 정도로 깨끗하네요. 좀 기간이 길어지게되면 재연장을 할까 생각중입니다.,5,1,106
sa****,2020-09-13 09:55:39.970000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"신랑이 새상품이 왔다고 착각할 정도로 깨끗했어요. 발목인대수술하고 집안에서 이동이 불안해서 빌렸어요. 뒷주머니에는 핸드폰, 물티슈 등을 넣고 다니며 잘 쓰고 있어요. 바퀴가 깨끗해도 고무라서 마찰때문에 마루바닥에 자국이 남아 잘 안지워지더라구요.  깔끔한 신랑이 닦느라 고생해서... 바퀴커버 만들어 씌워서 아주 잘 쓰고 있습니다. 집안에서 쓰시는 분들을 위해 바퀴커버도 같이 판매하심 좋을거 같아요^^",5,1,225
sasi****,2020-09-21 08:21:07.179000+00:00,제품선택: 거상형 휠체어 / 개월수: 1개월약정,엄마주문해드렸는데 원래 새거오는거냐고 하시네요ㅎㅎ진짜 새것같이 깨끗해요!  품절상태였는데 제품들어오자마자 연락주시고 덕분에 잘받아서 퇴원하자마자 기다리지않고 잘쓰고있어요~감사합니다!!^^,5,1,104
cr****,2020-10-20 09:32:32.719000+00:00,제품선택: 고급형 / 개월수: 1개월약정,"깔끔하게 잘 포장되어 왔습니다 
기본형은 품절이어서 고급형으로 했는데 무게가 좀 있네요
들어서 차 트렁크에 실고 내리고가 좀 힘들듯한데 팔 힘을 키운다는 생각으로 해보렵니다.",5,1,97
cjul****,2020-10-10 06:43:23.818000+00:00,제품선택: 기본형 / 개월수: 1개월,"너무 새거처럼 포장해주셔서 대여느낌 안나고 사서 쓰는 것 같아서 좋앗어요
마지막까지 돌려드릴때도 친절하게 해주시고 편의 봐주시니 너무 감사했습니다
이 휠체어 쓰시는 모든 분들이 조금 더 건강하고 행복해지시길 바랍니다",5,1,120
kyhd****,2020-10-21 01:24:33.505000+00:00,제품선택: 거상형 휠체어 / 개월수: 1개월약정,"올해 상품이 리뉴얼되어 상세페이지와 설명이 달랐는데, 친절하고 빠르게 교환 해 주셔서 필요하게 사용할 수 있었습니다~^^",5,1,67
yml1***,2020-10-19 06:33:31.859000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"넘 깨끗해서 새거같아요!! 
가격, 품질, 너무 만족합니다
한달간 잘 쓰겠습니다~!!",5,1,47
lsmh***,2020-10-22 10:15:53.504000+00:00,제품선택: 거상형 휠체어 / 개월수: 1개월약정,정말 휠체어 상태 최상입니다!! 만족만족대만족이에요~ ^^,5,1,32
iamb***,2020-10-13 14:57:53.305000+00:00,제품선택: 기본형 / 개월수: 2개월,"좋은 제품 빨리 보내 주셔서 어려울 집안에서 정말 잘 썼습니다
가져 가실 때도 친절히 포장을 도와 가져가 주셔서 너무 감사합니다",5,1,71
kawa******,2020-08-25 07:36:05+00:00,제품선택: 기본형 / 개월수: 2개월약정,"전 되게 낡은게 올거라고 생각했는데 새 제품같이 깨끗한거 보내주셔서 놀랬어요
발목인대 수술받고 급하게 주문했는데 바로 보내주시고 너무감사합니다.
일단 넉넉하게 2달 신청했는데 회복 속도가 빨라 한달하고 연장을 할거 그랬다 싶긴 하네요
너무 좋은 업체를 만나 수술이니뭐니 힘들고 정신없는 상황이었는데 감사하고 기분이 좋습니다. 번창하세요!!!",5,1,190
ppoe****,2020-09-27 04:17:29.393000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"예정보다 하루 늦게 와서 하루 불편히 지냈는데?
새상품으로 잘 보내주셔서 아주 잘 사용하고 있습니다. 고맙습니다~",4,1,63
iyin*****,2020-09-30 01:29:07.835000+00:00,제품선택: 기본형 / 개월수: 1개월약정,"수술 받기 전까지 거동이 어려우셔서 대여 해봤는데 정말 좋았어요~
병원에서 쓰던 휠체어랑 같은 제품이더라고요.
엄청 깨끗해서 집안에서 사용하는데 좋았어요
잘 쓰고 돌려드려요:)",5,1,98
rowi******,2020-09-26 01:52:26.321000+00:00,제품선택: 기본형 / 개월수: 1개월약정,진짜 빠르고 좋아요!! 고민 하다가 엄마수술후 급하게 필요 했는데 25일오전에 결재하고 26일 오전에 가져다 주셔서 놀랐어요^^ 추석연휴라 걱정했는데 감사히 잘 사용하겠습니다,5,1,97
lilk***,2020-09-28 01:15:11.639000+00:00,제품선택: 기본형 / 개월수: 1개월약정,대여인데 새거같이 깨끗하네요. 집에서 사용했는데 불편함 없이 잘썼습니다. 너무 만족합니다.,5,1,50
sten****,2020-10-06 12:21:45.618000+00:00,제품선택: 고급형 / 개월수: 1개월약정,2달 거의 채워가고 있어요. 작동 잘되고 문제없이 잘 사옹하고 있습니다.,5,1,40
qn****,2020-09-09 11:36:18.234000+00:00,제품선택: 기본형 / 개월수: 1개월약정,급하게 필요해서 빌린것인데 완전 새것인줄 알았어요. 정말 깨끗하게 포장되어 왔고 퀄리티도 좋았어요. 크기는 제 생각보다는 컸는데 견고하고 안전한 느낌입니다. 급하게 저렴하게 빌려서 크게 기대 안했는데 정말 만족합니다^^,5,1,122
hanu***,2020-09-03 03:20:37+00:00,제품선택: 기본형 / 개월수: 1개월약정,다리 골절로 병원에서 집에 온 후로 앞이 깜깜했는데 ㅡ 이런 대여시스템 덕분에 살았어요. 집 문 앞까지 가져다 주셨고 병원서 타본 휠체어 보다 훨씬 좋은게 제가 직접 바퀴를 돌려도 힘도 안들고 좋네요,5,1,111
